# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W1     RSR     uncertainty (parts per thousand)
  3.59  0.90286E+00    16
  3.60  0.90067E+00    14
  3.61  0.91379E+00    14
  3.62  0.93642E+00    14
  3.63  0.95798E+00    14
  3.64  0.97013E+00    14
  3.65  0.97518E+00    14
  3.66  0.97546E+00    14
  3.67  0.97572E+00    15
  3.68  0.97478E+00    15
  3.69  0.97381E+00    15
  3.70  0.97295E+00    16
  3.71  0.97436E+00    16
  3.72  0.97456E+00    17
  3.73  0.96743E+00    18
  3.74  0.93949E+00    19
  3.75  0.88456E+00    22
  3.76  0.79862E+00    28
  3.77  0.68290E+00    36
  3.78  0.54804E+00    48
  3.79  0.40726E+00    61
  3.80  0.28186E+00    76
  3.81  0.18529E+00    92
  3.82  0.11568E+00   106
  3.83  0.70803E-01   115
  3.84  0.43646E-01   114
  3.85  0.27601E-01   104
  3.86  0.17600E-01    88
  3.87  0.11016E-01    70
  3.88  0.67609E-02    67
  3.89  0.47912E-02   174
  3.90  0.39844E-02   278
  3.91  0.31390E-02   534
  3.92  0.23814E-02   534
  3.93  0.22553E-02   534
  3.94  0.18119E-02   534
  3.95  0.15120E-02   534
  3.96  0.11342E-02   534
  3.97  0.65546E-03   534
  3.98  0.35449E-03   534
  3.99  0.42810E-04   534
  4.00  0.10032E-03  1000
  4.01  0.43968E-04   631
  4.02  0.29201E-04   707
  4.03  0.13518E-04  1000
  4.04  0.75028E-05  1000
  4.05  0.50861E-05  1000
  4.06  0.12481E-04   707
  4.07  0.11722E-05   707
  4.08  0.83460E-05   707
  4.09  0.76745E-05   707
  4.10  0.14744E-05  1000
  4.11  0.33775E-05   707
  4.12  0.85638E-06  1000
  4.13  0.68242E-06  1000
  4.14  0.36360E-05   707
  4.15  0.29928E-04   631
  4.16  0.52909E-04   632
  4.17  0.63550E-04   631
  4.18  0.50077E-04   534
  4.19  0.36758E-04   632
  4.20  0.35255E-06  1000
  4.21  0.32272E-06  1000
  4.22  0.28793E-06  1000
  4.23  0.24813E-06  1000
  4.24  0.20648E-06  1000
  4.25  0.15353E-05   707
  4.26  0.12712E-06  1000
  4.27  0.10140E-05   707
  4.28  0.67967E-06   707
  4.29  0.52993E-06   707
  4.30  0.32794E-07  1000
  4.31  0.22242E-07  1000
  4.32  0.14872E-07  1000
  4.33  0.21666E-06   707
  4.34  0.63689E-08  1000
  4.35  0.40421E-08  1000
  4.36  0.26017E-08  1000
  4.37  0.40550E-07   707
  4.38  0.11449E-08  1000
  4.39  0.84668E-09  1000
  4.40  0.62873E-09  1000
  4.41  0.13318E-07   707
  4.42  0.36048E-09  1000
  4.43  0.26421E-09  1000
  4.44  0.19505E-09  1000
  4.45  0.20464E-08   707
  4.46  0.19564E-08   707
  4.47  0.74035E-10  1000
  4.48  0.49487E-10  1000
  4.49  0.39024E-10  1000
  4.50  0.25971E-10  1000
  4.51  0.14848E-10  1000
  4.52  0.44392E-09   707
  4.53  0.83507E-11  1000
  4.54  0.70835E-11  1000
  4.55  0.44776E-11  1000
  4.56  0.19049E-06   632
  4.57  0.14761E-06   534
  4.58  0.42723E-06   633
  4.59  0.20644E-06   534
  4.60  0.16752E-06   534
  4.61  0.14864E-06   534
  4.62  0.49841E-06   633
  4.63  0.16453E-06   534
  4.64  0.51875E-06   630
  4.65  0.23905E-06   533
  4.66  0.29680E-06   534
  4.67  0.58632E-06   632
  4.68  0.15484E-06   535
  4.69  0.26807E-06   534
  4.70  0.61757E-06   632
  4.71  0.17322E-08   613
  4.72  0.24327E-08   593
  4.73  0.16947E-08   574
  4.74  0.57839E-09   661
  4.75  0.68014E-08   610
  4.76  0.39038E-08   644
  4.77  0.11627E-08   711
  4.78  0.21295E-09   650
  4.79  0.59278E-09   735
  4.80  0.76444E-08   603
  4.81  0.18899E-09   696
  4.82  0.22512E-09   692
  4.83  0.14540E-11   963
  4.84  0.71532E-10   702
  4.85  0.17457E-08   675
  4.86  0.54033E-08   604
  4.87  0.14032E-08   674
  4.88  0.15343E-10   868
  4.89  0.19326E-08   579
  4.90  0.45612E-08   529
  4.91  0.50404E-12   977
  4.92  0.16728E-09   676
  4.93  0.40465E-08   590
  4.94  0.69186E-08   558
  4.95  0.30007E-08   475
  4.96  0.15173E-07   491
  4.97  0.16221E-07   466
  4.98  0.14426E-07   460
  4.99  0.35742E-07   333
  5.00  0.67446E-07   230
  5.01  0.49139E-07   226
  5.02  0.38646E-07   220
  5.03  0.30607E-07   225
  5.04  0.26503E-07   221
  5.05  0.27611E-07   228
  5.06  0.27980E-07   227
  5.07  0.28996E-07   224
  5.08  0.30065E-07   222
  5.09  0.30290E-07   220
  5.10  0.28867E-07   214
  5.11  0.29725E-07   217
  5.12  0.29047E-07   210
  5.13  0.30160E-07   213
  5.14  0.30286E-07   211
  5.15  0.29302E-07   208
  5.16  0.28246E-07   207
  5.17  0.27744E-07   207
  5.18  0.27391E-07   207
  5.19  0.27173E-07   204
  5.20  0.27073E-07   211
  5.21  0.26325E-07   208
  5.22  0.27620E-07   213
  5.23  0.28288E-07   214
  5.24  0.28188E-07   211
  5.25  0.30659E-07   211
  5.26  0.33260E-07   216
  5.27  0.34890E-07   215
  5.28  0.35836E-07   210
  5.29  0.38098E-07   213
  5.30  0.39278E-07   205
  5.31  0.41277E-07   202
  5.32  0.45177E-07   203
  5.33  0.45976E-07   199
  5.34  0.42068E-07   194
  5.35  0.43964E-07   193
  5.36  0.46217E-07   195
  5.37  0.44953E-07   190
  5.38  0.43526E-07   189
  5.39  0.45807E-07   189
  5.40  0.45980E-07   193
  5.41  0.45730E-07   195
  5.42  0.45690E-07   196
  5.43  0.45509E-07   194
  5.44  0.37082E-07   187
  5.45  0.42419E-07   186
  5.46  0.46170E-07   189
  5.47  0.45594E-07   184
  5.48  0.44245E-07   181
  5.49  0.46352E-07   182
  5.50  0.44461E-07   181
  5.51  0.42544E-07   179
  5.52  0.40890E-07   177
  5.53  0.38761E-07   174
  5.54  0.36388E-07   175
  5.55  0.34949E-07   179
  5.56  0.32252E-07   181
  5.57  0.28926E-07   180
  5.58  0.27338E-07   186
  5.59  0.24867E-07   187
  5.60  0.22479E-07   188
  5.61  0.20559E-07   188
  5.62  0.19604E-07   186
  5.63  0.17144E-07   192
  5.64  0.16216E-07   189
  5.65  0.13798E-07   193
  5.66  0.13064E-07   187
  5.67  0.11613E-07   184
  5.68  0.89624E-08   185
  5.69  0.78965E-08   182
  5.70  0.63000E-08   179
  5.71  0.48527E-08   181
  5.72  0.51096E-08   176
  5.73  0.47555E-08   175
  5.74  0.52756E-08   175
  5.75  0.58294E-08   181
  5.76  0.69194E-08   182
  5.77  0.82582E-08   182
  5.78  0.91485E-08   180
  5.79  0.97902E-08   182
  5.80  0.10900E-07   182
  5.81  0.11866E-07   184
  5.82  0.13928E-07   183
  5.83  0.14277E-07   186
  5.84  0.15729E-07   183
  5.85  0.17372E-07   180
  5.86  0.18229E-07   182
  5.87  0.19059E-07   185
  5.88  0.21298E-07   183
  5.89  0.22508E-07   180
  5.90  0.22662E-07   180
  5.91  0.23569E-07   177
  5.92  0.24421E-07   176
  5.93  0.27271E-07   176
  5.94  0.26696E-07   180
  5.95  0.28062E-07   181
  5.96  0.28460E-07   178
  5.97  0.30516E-07   181
  5.98  0.30254E-07   185
  5.99  0.30579E-07   188
  6.00  0.32374E-07   185
  6.01  0.31191E-07   190
  6.02  0.31381E-07   190
  6.03  0.31216E-07   194
  6.04  0.30696E-07   200
  6.05  0.32249E-07   199
  6.06  0.29254E-07   203
  6.07  0.28846E-07   201
  6.08  0.28814E-07   199
  6.09  0.28583E-07   199
  6.10  0.29308E-07   195
  6.11  0.28996E-07   196
  6.12  0.29344E-07   199
  6.13  0.30553E-07   198
  6.14  0.33370E-07   201
  6.15  0.36036E-07   208
  6.16  0.41728E-07   215
  6.17  0.40687E-07   238
  6.18  0.42206E-07   253
  6.19  0.48320E-07   285
  6.20  0.47345E-07   310
  6.21  0.66041E-07   323
  6.22  0.72689E-07   373
  6.23  0.83672E-07   392
  6.24  0.11811E-06   378
  6.25  0.16116E-06   358
  6.26  0.22061E-06   362
  6.27  0.28363E-06   386
  6.28  0.35608E-06   421
  6.29  0.41684E-06   475
  6.30  0.45331E-06   566
  6.31  0.22341E-06   533
  6.32  0.64754E-06   554
  6.33  0.60991E-06   514
  6.34  0.53632E-06   502
  6.35  0.50046E-06   489
  6.36  0.52243E-07   908
  6.37  0.42401E-07   701
  6.38  0.69787E-07   677
  6.39  0.39049E-06   429
  6.40  0.35139E-06   434
  6.41  0.69905E-06   635
  6.42  0.67310E-06   635
  6.43  0.48030E-06   536
  6.44  0.62008E-06   635
  6.45  0.60714E-06   634
  6.46  0.47284E-06   536
  6.47  0.58198E-06   635
  6.48  0.21004E-06   536
  6.49  0.57975E-06   634
  6.50  0.50442E-06   536
