# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W2     RSR     uncertainty (parts per thousand)
  3.50  0.10699E-06   534
  3.51  0.13918E-06   534
  3.52  0.12550E-06   535
  3.53  0.13675E-06   534
  3.54  0.11893E-06   535
  3.55  0.20538E-06   534
  3.56  0.32678E-06   534
  3.57  0.20500E-05   632
  3.58  0.57101E-06   534
  3.59  0.84348E-06   534
  3.60  0.67489E-06   534
  3.61  0.11685E-05   534
  3.62  0.12100E-05   534
  3.63  0.14218E-05   534
  3.64  0.11096E-05   534
  3.65  0.11158E-05   534
  3.66  0.72023E-06   535
  3.67  0.12498E-05   534
  3.68  0.44135E-09  1000
  3.69  0.12102E-07   707
  3.70  0.12019E-07   707
  3.71  0.15241E-07   707
  3.72  0.28408E-07   707
  3.73  0.35901E-07   707
  3.74  0.50315E-07   707
  3.75  0.12535E-06   707
  3.76  0.92907E-07   707
  3.77  0.13355E-06   707
  3.78  0.32721E-06   707
  3.79  0.38795E-06   707
  3.80  0.14102E-05   707
  3.81  0.22956E-05   707
  3.82  0.38819E-05   707
  3.83  0.51099E-05   707
  3.84  0.76388E-05   707
  3.85  0.12759E-04   707
  3.86  0.20214E-04   707
  3.87  0.23550E-04   534
  3.88  0.50535E-04   707
  3.89  0.10825E-03   707
  3.90  0.15454E-03   707
  3.91  0.22341E-03   533
  3.92  0.41750E-03   534
  3.93  0.56834E-03   534
  3.94  0.44113E-03   535
  3.95  0.13124E-02   707
  3.96  0.92633E-02    68
  3.97  0.11478E-01    53
  3.98  0.14509E-01    36
  3.99  0.18672E-01    26
  4.00  0.24421E-01    27
  4.01  0.34426E-01    33
  4.02  0.50556E-01    36
  4.03  0.75032E-01    37
  4.04  0.11001E+00    37
  4.05  0.15701E+00    37
  4.06  0.22467E+00    35
  4.07  0.30650E+00    33
  4.08  0.39712E+00    31
  4.09  0.49391E+00    28
  4.10  0.58894E+00    23
  4.11  0.67269E+00    19
  4.12  0.74154E+00    15
  4.13  0.79761E+00    12
  4.14  0.83857E+00    10
  4.15  0.86313E+00     9
  4.16  0.88066E+00     9
  4.17  0.89111E+00     8
  4.18  0.89564E+00     7
  4.19  0.89539E+00     6
  4.20  0.89392E+00     6
  4.21  0.88884E+00     7
  4.22  0.88251E+00     9
  4.23  0.87614E+00    10
  4.24  0.87700E+00    10
  4.25  0.88028E+00     8
  4.26  0.88114E+00     7
  4.27  0.87832E+00     8
  4.28  0.87794E+00     9
  4.29  0.88121E+00     9
  4.30  0.88818E+00     7
  4.31  0.89517E+00     6
  4.32  0.90219E+00     5
  4.33  0.90675E+00     5
  4.34  0.91008E+00     6
  4.35  0.91094E+00     6
  4.36  0.90805E+00     7
  4.37  0.90514E+00     6
  4.38  0.89970E+00     6
  4.39  0.89172E+00     5
  4.40  0.88495E+00     5
  4.41  0.87940E+00     5
  4.42  0.87382E+00     4
  4.43  0.87074E+00     4
  4.44  0.86636E+00     4
  4.45  0.86450E+00     3
  4.46  0.86517E+00     3
  4.47  0.86966E+00     4
  4.48  0.87800E+00     5
  4.49  0.88894E+00     7
  4.50  0.90121E+00     8
  4.51  0.91610E+00     9
  4.52  0.92846E+00     9
  4.53  0.94216E+00     8
  4.54  0.95332E+00     7
  4.55  0.96192E+00     6
  4.56  0.96924E+00     6
  4.57  0.97398E+00     6
  4.58  0.97742E+00     7
  4.59  0.97693E+00     8
  4.60  0.97512E+00     8
  4.61  0.97197E+00     7
  4.62  0.96616E+00     7
  4.63  0.96031E+00     6
  4.64  0.95311E+00     5
  4.65  0.94586E+00     5
  4.66  0.93858E+00     5
  4.67  0.93525E+00     5
  4.68  0.93191E+00     5
  4.69  0.93122E+00     4
  4.70  0.93052E+00     4
  4.71  0.93385E+00     5
  4.72  0.93853E+00     5
  4.73  0.94457E+00     5
  4.74  0.95469E+00     5
  4.75  0.96213E+00     5
  4.76  0.97232E+00     5
  4.77  0.97981E+00     5
  4.78  0.98596E+00     5
  4.79  0.98802E+00     5
  4.80  0.99009E+00     5
  4.81  0.98940E+00     5
  4.82  0.98870E+00     6
  4.83  0.98938E+00     7
  4.84  0.98866E+00     8
  4.85  0.98932E+00     8
  4.86  0.98997E+00     9
  4.87  0.99061E+00     8
  4.88  0.99265E+00     8
  4.89  0.99468E+00     7
  4.90  0.99671E+00     6
  4.91  0.99735E+00     6
  4.92  0.99938E+00     6
  4.93  0.10000E+01     6
  4.94  0.99921E+00     6
  4.95  0.99699E+00     5
  4.96  0.99475E+00     5
  4.97  0.99108E+00     5
  4.98  0.98596E+00     5
  4.99  0.98081E+00     6
  5.00  0.97135E+00     7
  5.01  0.96327E+00     8
  5.02  0.95228E+00     9
  5.03  0.94125E+00     9
  5.04  0.93016E+00    10
  5.05  0.91902E+00     9
  5.06  0.90783E+00     9
  5.07  0.89659E+00     9
  5.08  0.88675E+00     9
  5.09  0.87686E+00     8
  5.10  0.86693E+00     8
  5.11  0.85403E+00     8
  5.12  0.84107E+00     8
  5.13  0.82073E+00     9
  5.14  0.79883E+00    10
  5.15  0.76361E+00    12
  5.16  0.72676E+00    14
  5.17  0.67647E+00    17
  5.18  0.62007E+00    21
  5.19  0.55602E+00    24
  5.20  0.48564E+00    28
  5.21  0.41662E+00    33
  5.22  0.34717E+00    37
  5.23  0.28359E+00    42
  5.24  0.22560E+00    47
  5.25  0.17504E+00    52
  5.26  0.13546E+00    57
  5.27  0.99248E-01    62
  5.28  0.75935E-01    68
  5.29  0.53213E-01    74
  5.30  0.40746E-01    81
  5.31  0.28307E-01    89
  5.32  0.21081E-01    98
  5.33  0.14697E-01   107
  5.34  0.10435E-01   121
  5.35  0.72372E-02   137
  5.36  0.40457E-02   707
  5.37  0.30484E-02   707
  5.38  0.22763E-02   707
  5.39  0.17339E-02   707
  5.40  0.12893E-02   707
  5.41  0.97294E-03   707
  5.42  0.73876E-03   707
  5.43  0.54885E-03   707
  5.44  0.39102E-03   707
  5.45  0.30953E-03   707
  5.46  0.21542E-03   707
  5.47  0.27863E-03   562
  5.48  0.31531E-03   563
  5.49  0.31353E-03   563
  5.50  0.25926E-03   562
  5.51  0.22510E-03   562
  5.52  0.19539E-03   562
  5.53  0.15012E-03   562
  5.54  0.13333E-03   562
  5.55  0.10424E-03   562
  5.56  0.60519E-04   562
  5.57  0.57366E-04   562
  5.58  0.47777E-04   563
  5.59  0.35693E-04   562
  5.60  0.27886E-04   562
  5.61  0.12873E-04   562
  5.62  0.18368E-04   562
  5.63  0.17757E-04   562
  5.64  0.11414E-04   563
  5.65  0.94847E-05   563
  5.66  0.71892E-05   562
  5.67  0.30016E-05   563
  5.68  0.82304E-07   707
  5.69  0.18987E-06   707
  5.70  0.16545E-06   707
  5.71  0.26590E-04  1000
  5.72  0.49024E-04  1000
  5.73  0.32511E-07   677
  5.74  0.36011E-07   662
  5.75  0.13800E-06   653
  5.76  0.19665E-06   628
  5.77  0.44178E-04  1000
  5.78  0.15065E-07   672
  5.79  0.60707E-04  1000
  5.80  0.52527E-04  1000
  5.81  0.47306E-04  1000
  5.82  0.28815E-07   647
  5.83  0.44471E-04  1000
  5.84  0.54391E-04  1000
  5.85  0.28261E-07   674
  5.86  0.53907E-04  1000
  5.87  0.41086E-04  1000
  5.88  0.28894E-04  1000
  5.89  0.13007E-04   602
  5.90  0.98943E-05   416
  5.91  0.75304E-05   341
  5.92  0.53952E-05   262
  5.93  0.43031E-05   242
  5.94  0.38522E-05   230
  5.95  0.35527E-05   222
  5.96  0.32352E-05   214
  5.97  0.16547E-05   200
  5.98  0.12813E-05   198
  5.99  0.11370E-05   196
  6.00  0.10206E-05   194
  6.01  0.11142E-05   192
  6.02  0.92356E-06   190
  6.03  0.73870E-06   191
  6.04  0.57099E-06   196
  6.05  0.45803E-06   198
  6.06  0.39577E-06   198
  6.07  0.37561E-06   195
  6.08  0.36963E-06   194
  6.09  0.39286E-06   193
  6.10  0.40518E-06   193
  6.11  0.43046E-06   194
  6.12  0.44690E-06   194
  6.13  0.44763E-06   193
  6.14  0.44643E-06   196
  6.15  0.42150E-06   202
  6.16  0.42676E-06   212
  6.17  0.40031E-06   227
  6.18  0.35664E-06   244
  6.19  0.33423E-06   260
  6.20  0.32609E-06   270
  6.21  0.30710E-06   275
  6.22  0.31275E-06   273
  6.23  0.33390E-06   263
  6.24  0.35208E-06   248
  6.25  0.36443E-06   232
  6.26  0.42242E-06   225
  6.27  0.40322E-06   212
  6.28  0.42144E-06   209
  6.29  0.39498E-06   215
  6.30  0.37257E-06   226
  6.31  0.35081E-06   236
  6.32  0.32645E-06   236
  6.33  0.34179E-06   229
  6.34  0.37819E-06   216
  6.35  0.40038E-06   202
  6.36  0.40319E-06   190
  6.37  0.38162E-06   183
  6.38  0.41430E-06   178
  6.39  0.42061E-06   175
  6.40  0.41176E-06   175
  6.41  0.40966E-06   176
  6.42  0.41891E-06   177
  6.43  0.41920E-06   174
  6.44  0.41139E-06   170
  6.45  0.43506E-06   170
  6.46  0.41377E-06   167
  6.47  0.40554E-06   167
  6.48  0.39562E-06   169
  6.49  0.39196E-06   171
  6.50  0.38310E-06   173
  6.51  0.37401E-06   175
  6.52  0.36919E-06   177
  6.53  0.37498E-06   181
  6.54  0.36172E-06   190
  6.55  0.33776E-06   200
  6.56  0.31467E-06   217
  6.57  0.28774E-06   235
  6.58  0.26788E-06   254
  6.59  0.25134E-06   267
  6.60  0.22966E-06   276
  6.61  0.21188E-06   280
  6.62  0.20350E-06   282
  6.63  0.18979E-06   282
  6.64  0.20430E-06   276
  6.65  0.21620E-06   268
  6.66  0.23441E-06   257
  6.67  0.25210E-06   248
  6.68  0.26164E-06   239
  6.69  0.27790E-06   243
  6.70  0.27774E-06   241
  6.71  0.27451E-06   245
  6.72  0.22097E-06   241
  6.73  0.26918E-06   250
  6.74  0.26650E-06   251
  6.75  0.26496E-06   250
  6.76  0.25937E-06   254
  6.77  0.25260E-06   260
  6.78  0.20048E-06   257
  6.79  0.20485E-06   260
  6.80  0.22768E-06   270
  6.81  0.22335E-06   270
  6.82  0.19659E-06   261
  6.83  0.17850E-06   263
  6.84  0.18969E-06   264
  6.85  0.17709E-06   268
  6.86  0.16010E-06   272
  6.87  0.15123E-06   271
  6.88  0.14885E-06   269
  6.89  0.15458E-06   266
  6.90  0.15981E-06   265
  6.91  0.16123E-06   264
  6.92  0.15420E-06   263
  6.93  0.15567E-06   259
  6.94  0.15863E-06   257
  6.95  0.15181E-06   253
  6.96  0.16285E-06   250
  6.97  0.16956E-06   245
  6.98  0.19730E-06   249
  6.99  0.20149E-06   245
  7.00  0.17994E-06   235
  7.01  0.18673E-06   232
  7.02  0.17801E-06   233
  7.03  0.20606E-06   240
  7.04  0.19807E-06   242
  7.05  0.15609E-06   236
  7.06  0.15785E-06   235
  7.07  0.18530E-06   241
  7.08  0.18352E-06   241
  7.09  0.14359E-06   236
  7.10  0.17828E-06   242
  7.11  0.17526E-06   243
  7.12  0.17209E-06   245
  7.13  0.16622E-06   249
  7.14  0.11658E-06   244
  7.15  0.15663E-06   253
  7.16  0.15194E-06   255
  7.17  0.15193E-06   256
  7.18  0.12767E-06   248
  7.19  0.12814E-06   251
  7.20  0.13099E-06   253
  7.21  0.12960E-06   257
  7.22  0.11879E-06   260
  7.23  0.10685E-06   260
  7.24  0.11670E-06   259
  7.25  0.12067E-06   260
  7.26  0.11928E-06   261
  7.27  0.11868E-06   261
  7.28  0.12107E-06   259
  7.29  0.12850E-06   255
  7.30  0.13362E-06   251
  7.31  0.13742E-06   246
  7.32  0.14292E-06   243
  7.33  0.13920E-06   241
  7.34  0.13318E-06   239
  7.35  0.17193E-06   243
  7.36  0.17238E-06   242
  7.37  0.17409E-06   240
  7.38  0.14499E-06   231
  7.39  0.17606E-06   236
  7.40  0.17414E-06   237
  7.41  0.11330E-06   232
  7.42  0.15074E-06   234
  7.43  0.15553E-06   235
  7.44  0.15200E-06   236
  7.45  0.13260E-06   236
  7.46  0.13932E-06   237
  7.47  0.14567E-06   238
  7.48  0.13711E-06   239
  7.49  0.12760E-06   241
  7.50  0.15714E-06   250
  7.51  0.15452E-06   251
  7.52  0.15372E-06   250
  7.53  0.12684E-06   242
  7.54  0.11789E-06   243
  7.55  0.14738E-06   251
  7.56  0.12015E-06   244
  7.57  0.11960E-06   247
  7.58  0.10823E-06   249
  7.59  0.11260E-06   252
  7.60  0.11273E-06   256
  7.61  0.10436E-06   260
  7.62  0.90474E-07   263
  7.63  0.95454E-07   265
  7.64  0.98657E-07   266
  7.65  0.94633E-07   269
  7.66  0.91650E-07   268
  7.67  0.91199E-07   268
  7.68  0.92108E-07   268
  7.69  0.88164E-07   268
  7.70  0.79985E-07   266
  7.71  0.72534E-07   267
  7.72  0.11167E-06   276
  7.73  0.11378E-06   275
  7.74  0.11642E-06   273
  7.75  0.11907E-06   271
  7.76  0.12182E-06   269
  7.77  0.98582E-07   256
  7.78  0.96975E-07   252
  7.79  0.13240E-06   258
  7.80  0.10747E-06   249
  7.81  0.11257E-06   247
  7.82  0.11868E-06   247
  7.83  0.12238E-06   249
  7.84  0.11949E-06   250
  7.85  0.11375E-06   250
  7.86  0.13767E-06   260
  7.87  0.13774E-06   260
  7.88  0.11587E-06   251
  7.89  0.11417E-06   255
  7.90  0.10030E-06   257
  7.91  0.13197E-06   268
  7.92  0.12829E-06   272
  7.93  0.12476E-06   277
  7.94  0.98039E-07   270
  7.95  0.10007E-06   273
  7.96  0.96490E-07   276
  7.97  0.83245E-07   279
  7.98  0.88456E-07   281
  7.99  0.93932E-07   284
  8.00  0.96289E-07   287
