# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W3     RSR     uncertainty (parts per thousand)
  3.44  0.11102E-13   305
  3.45  0.20723E-13   304
  3.46  0.62270E-14   304
  3.47  0.85476E-14   302
  3.48  0.14566E-12   302
  3.49  0.88669E-14   302
  3.50  0.75207E-13   301
  3.51  0.10276E-12   300
  3.52  0.24227E-13   301
  3.53  0.27045E-12   302
  3.54  0.14823E-13   301
  3.55  0.90778E-13   299
  3.56  0.36748E-12   313
  3.57  0.33982E-14   298
  3.58  0.30199E-13   298
  3.59  0.20293E-14   297
  3.60  0.46876E-13   298
  3.61  0.11359E-13   297
  3.62  0.51041E-13   296
  3.63  0.89776E-12   309
  3.64  0.22440E-13   294
  3.65  0.15734E-11   307
  3.66  0.80393E-12   309
  3.67  0.12201E-11   306
  3.68  0.24686E-11   306
  3.69  0.83239E-12   306
  3.70  0.16260E-14   293
  3.71  0.10727E-13   292
  3.72  0.55593E-14   291
  3.73  0.45013E-13   290
  3.74  0.71743E-12   303
  3.75  0.17752E-13   290
  3.76  0.95963E-14   290
  3.77  0.47041E-13   289
  3.78  0.54560E-12   301
  3.79  0.47341E-13   288
  3.80  0.17163E-12   287
  3.81  0.12892E-11   299
  3.82  0.34746E-13   287
  3.83  0.21360E-14   287
  3.84  0.11059E-11   297
  3.85  0.73726E-13   285
  3.86  0.59414E-12   297
  3.87  0.29300E-13   284
  3.88  0.74301E-12   296
  3.89  0.15103E-13   284
  3.90  0.21069E-13   283
  3.91  0.10526E-13   283
  3.92  0.15762E-13   282
  3.93  0.63565E-12   294
  3.94  0.10108E-12   282
  3.95  0.87153E-12   293
  3.96  0.12102E-11   293
  3.97  0.67134E-13   281
  3.98  0.58594E-13   280
  3.99  0.28848E-12   280
  4.00  0.87203E-13   280
  4.01  0.37306E-12   291
  4.02  0.18779E-13   280
  4.03  0.16994E-12   290
  4.04  0.11182E-11   290
  4.05  0.16658E-14   278
  4.06  0.67787E-13   279
  4.07  0.11386E-13   277
  4.08  0.12254E-12   289
  4.09  0.29437E-12   288
  4.10  0.34963E-12   288
  4.11  0.10787E-13   276
  4.12  0.15698E-12   276
  4.13  0.18062E-13   276
  4.14  0.10702E-13   276
  4.15  0.23226E-12   287
  4.16  0.13282E-12   275
  4.17  0.10601E-13   275
  4.18  0.35563E-13   273
  4.19  0.50536E-13   272
  4.20  0.23105E-13   273
  4.21  0.53959E-12   284
  4.22  0.60772E-13   272
  4.23  0.48393E-12   283
  4.24  0.96624E-14   272
  4.25  0.57201E-12   283
  4.26  0.35072E-12   283
  4.27  0.43345E-12   281
  4.28  0.14271E-12   281
  4.29  0.15879E-12   281
  4.30  0.15810E-13   269
  4.31  0.64609E-12   280
  4.32  0.57468E-12   280
  4.33  0.42914E-14   269
  4.34  0.35130E-12   279
  4.35  0.72772E-12   278
  4.36  0.48710E-13   268
  4.37  0.15600E-12   267
  4.38  0.83587E-13   268
  4.39  0.22459E-13   267
  4.40  0.63495E-12   277
  4.41  0.16970E-11   275
  4.42  0.62655E-13   265
  4.43  0.10073E-11   276
  4.44  0.24499E-11   275
  4.45  0.29873E-12   264
  4.46  0.16523E-12   264
  4.47  0.10650E-12   264
  4.48  0.37783E-13   263
  4.49  0.10861E-12   264
  4.50  0.89878E-13   262
  4.51  0.10812E-12   263
  4.52  0.13560E-12   262
  4.53  0.15537E-11   272
  4.54  0.92472E-12   271
  4.55  0.27136E-13   261
  4.56  0.28997E-11   269
  4.57  0.20678E-12   260
  4.58  0.15648E-12   260
  4.59  0.10619E-12   260
  4.60  0.22299E-11   269
  4.61  0.18157E-11   268
  4.62  0.22533E-12   258
  4.63  0.18449E-11   268
  4.64  0.31913E-11   267
  4.65  0.23054E-13   258
  4.66  0.26418E-14   258
  4.67  0.21200E-13   258
  4.68  0.17654E-11   265
  4.69  0.89812E-13   257
  4.70  0.10687E-12   255
  4.71  0.75840E-13   256
  4.72  0.32455E-13   255
  4.73  0.37586E-13   255
  4.74  0.16796E-13   255
  4.75  0.71596E-12   263
  4.76  0.14617E-12   253
  4.77  0.46426E-13   253
  4.78  0.13711E-11   262
  4.79  0.10648E-12   253
  4.80  0.98162E-13   253
  4.81  0.80864E-13   252
  4.82  0.33968E-11   261
  4.83  0.12518E-13   251
  4.84  0.12066E-11   260
  4.85  0.44881E-11   258
  4.86  0.38739E-11   259
  4.87  0.16968E-12   251
  4.88  0.29506E-12   249
  4.89  0.35774E-12   250
  4.90  0.67249E-13   249
  4.91  0.78357E-13   249
  4.92  0.81336E-13   248
  4.93  0.60314E-11   256
  4.94  0.48650E-11   256
  4.95  0.47265E-11   255
  4.96  0.10021E-10   255
  4.97  0.14616E-10   254
  4.98  0.94382E-11   254
  4.99  0.18684E-12   246
  5.00  0.14663E-10   253
  5.01  0.90248E-11   253
  5.02  0.58687E-11   251
  5.03  0.18544E-11   244
  5.04  0.49693E-11   244
  5.05  0.86894E-10   251
  5.06  0.15672E-09   251
  5.07  0.10752E-10   243
  5.08  0.22526E-10   243
  5.09  0.94790E-11   243
  5.10  0.90778E-10   249
  5.11  0.45217E-07    79
  5.12  0.44530E-07    78
  5.13  0.47911E-07    77
  5.14  0.34158E-07    76
  5.15  0.34895E-07    76
  5.16  0.32278E-07    75
  5.17  0.30016E-07    75
  5.18  0.27814E-07    76
  5.19  0.41524E-07    76
  5.20  0.39789E-07    77
  5.21  0.30660E-07    77
  5.22  0.26267E-07    78
  5.23  0.26903E-07    78
  5.24  0.28205E-07    79
  5.25  0.41719E-07    79
  5.26  0.34557E-07    79
  5.27  0.35231E-07    78
  5.28  0.38575E-07    78
  5.29  0.43744E-07    77
  5.30  0.35143E-07    76
  5.31  0.47065E-07    75
  5.32  0.50570E-07    74
  5.33  0.53088E-07    73
  5.34  0.48000E-07    72
  5.35  0.49825E-07    72
  5.36  0.32628E-07    71
  5.37  0.37712E-07    70
  5.38  0.46339E-07    70
  5.39  0.47606E-07    70
  5.40  0.47143E-07    71
  5.41  0.47684E-07    71
  5.42  0.36894E-07    71
  5.43  0.33689E-07    71
  5.44  0.45674E-07    70
  5.45  0.56571E-07    70
  5.46  0.55389E-07    69
  5.47  0.62687E-07    69
  5.48  0.64670E-07    68
  5.49  0.63260E-07    67
  5.50  0.63611E-07    66
  5.51  0.64525E-07    66
  5.52  0.65523E-07    66
  5.53  0.65988E-07    65
  5.54  0.65597E-07    66
  5.55  0.66007E-07    66
  5.56  0.66309E-07    67
  5.57  0.66520E-07    68
  5.58  0.66778E-07    69
  5.59  0.66014E-07    70
  5.60  0.65828E-07    70
  5.61  0.65391E-07    72
  5.62  0.67034E-07    73
  5.63  0.67237E-07    75
  5.64  0.65676E-07    76
  5.65  0.65104E-07    76
  5.66  0.64408E-07    74
  5.67  0.64438E-07    73
  5.68  0.63223E-07    71
  5.69  0.61405E-07    70
  5.70  0.61118E-07    68
  5.71  0.63087E-07    67
  5.72  0.61964E-07    66
  5.73  0.61987E-07    65
  5.74  0.64241E-07    64
  5.75  0.66483E-07    65
  5.76  0.67898E-07    66
  5.77  0.68377E-07    66
  5.78  0.67249E-07    65
  5.79  0.69872E-07    64
  5.80  0.70700E-07    65
  5.81  0.72247E-07    65
  5.82  0.75620E-07    66
  5.83  0.76336E-07    66
  5.84  0.75947E-07    65
  5.85  0.77638E-07    64
  5.86  0.76063E-07    64
  5.87  0.76656E-07    65
  5.88  0.77639E-07    66
  5.89  0.80477E-07    66
  5.90  0.78739E-07    65
  5.91  0.78677E-07    64
  5.92  0.78830E-07    64
  5.93  0.81922E-07    65
  5.94  0.82647E-07    65
  5.95  0.84667E-07    65
  5.96  0.86389E-07    64
  5.97  0.89060E-07    65
  5.98  0.87309E-07    66
  5.99  0.90000E-07    66
  6.00  0.88431E-07    67
  6.01  0.89271E-07    68
  6.02  0.91868E-07    68
  6.03  0.92736E-07    69
  6.04  0.97086E-07    72
  6.05  0.97267E-07    73
  6.06  0.93816E-07    73
  6.07  0.98128E-07    72
  6.08  0.97379E-07    71
  6.09  0.10349E-06    71
  6.10  0.10757E-06    70
  6.11  0.11328E-06    71
  6.12  0.12203E-06    72
  6.13  0.14272E-06    71
  6.14  0.16712E-06    74
  6.15  0.20972E-06    78
  6.16  0.25935E-06    84
  6.17  0.34034E-06    95
  6.18  0.45669E-06   114
  6.19  0.63600E-06   140
  6.20  0.88459E-06   170
  6.21  0.11146E-05   219
  6.22  0.12608E-05   267
  6.23  0.16967E-05   301
  6.24  0.13172E-05   308
  6.25  0.19018E-05   282
  6.26  0.16173E-05   306
  6.27  0.16395E-05   339
  6.28  0.20495E-05   357
  6.29  0.12056E-05   444
  6.30  0.14699E-05   478
  6.31  0.11242E-05   523
  6.32  0.65435E-06   527
  6.33  0.85853E-06   485
  6.34  0.16348E-05   429
  6.35  0.10078E-05   465
  6.36  0.65556E-08   907
  6.37  0.22121E-06   701
  6.38  0.60940E-08   919
  6.39  0.15256E-05   405
  6.40  0.18410E-05   380
  6.41  0.13700E-05   444
  6.42  0.11914E-05   492
  6.43  0.20688E-05   496
  6.44  0.13806E-07   931
  6.45  0.38945E-06   700
  6.46  0.44271E-08   910
  6.47  0.62035E-06   515
  6.48  0.35808E-06   566
  6.49  0.19716E-06   614
  6.50  0.13550E-06   641
  6.51  0.15307E-05   680
  6.52  0.43565E-05   562
  6.53  0.33740E-05   562
  6.54  0.62856E-06   680
  6.55  0.28559E-06   680
  6.56  0.51934E-07   707
  6.57  0.62095E-10  1000
  6.58  0.49091E-10  1000
  6.59  0.39118E-10  1000
  6.60  0.32428E-10  1000
  6.61  0.30214E-10  1000
  6.62  0.32276E-10  1000
  6.63  0.70872E-07   707
  6.64  0.43514E-07   707
  6.65  0.55701E-10  1000
  6.66  0.66894E-10  1000
  6.67  0.74759E-10  1000
  6.68  0.80272E-10  1000
  6.69  0.84027E-10  1000
  6.70  0.16250E-06   707
  6.71  0.75417E-10  1000
  6.72  0.63580E-10  1000
  6.73  0.13542E-06   562
  6.74  0.35369E-05   562
  6.75  0.43346E-06   679
  6.76  0.32703E-05   563
  6.77  0.31658E-05   563
  6.78  0.86854E-06   680
  6.79  0.51038E-05   562
  6.80  0.13324E-05   680
  6.81  0.69118E-05   562
  6.82  0.13127E-04   563
  6.83  0.99112E-05   562
  6.84  0.12513E-04   562
  6.85  0.93876E-05   562
  6.86  0.26929E-05   680
  6.87  0.29106E-05   680
  6.88  0.11123E-04   562
  6.89  0.14646E-04   562
  6.90  0.19871E-04   563
  6.91  0.35476E-05   680
  6.92  0.19302E-04   562
  6.93  0.35008E-05   681
  6.94  0.34659E-05   680
  6.95  0.34617E-05   680
  6.96  0.35045E-05   680
  6.97  0.37609E-05   680
  6.98  0.13091E-04   562
  6.99  0.39305E-05   680
  7.00  0.34740E-05   681
  7.01  0.12674E-04   562
  7.02  0.72267E-08  1000
  7.03  0.94838E-08  1000
  7.04  0.60139E-06   707
  7.05  0.16020E-07  1000
  7.06  0.27214E-05   707
  7.07  0.27206E-07  1000
  7.08  0.35160E-07  1000
  7.09  0.45483E-07  1000
  7.10  0.50060E-05   707
  7.11  0.76225E-07  1000
  7.12  0.99885E-07  1000
  7.13  0.13149E-06  1000
  7.14  0.17376E-06  1000
  7.15  0.23452E-06  1000
  7.16  0.11762E-04   707
  7.17  0.44060E-06  1000
  7.18  0.61607E-06  1000
  7.19  0.86767E-06  1000
  7.20  0.28062E-04   707
  7.21  0.17202E-02   245
  7.22  0.16953E-02   241
  7.23  0.21202E-02   194
  7.24  0.22305E-02   211
  7.25  0.20557E-02   236
  7.26  0.21601E-02   202
  7.27  0.19177E-02   223
  7.28  0.11553E-02   300
  7.29  0.16445E-02   277
  7.30  0.26889E-02   157
  7.31  0.33714E-02   106
  7.32  0.35918E-02   154
  7.33  0.35219E-02   157
  7.34  0.37744E-02   138
  7.35  0.36840E-02   123
  7.36  0.33351E-02   128
  7.37  0.33336E-02   152
  7.38  0.31728E-02   143
  7.39  0.33791E-02   119
  7.40  0.36603E-02   152
  7.41  0.42789E-02   198
  7.42  0.54307E-02   185
  7.43  0.71141E-02   131
  7.44  0.92516E-02    83
  7.45  0.11710E-01    58
  7.46  0.14421E-01    54
  7.47  0.17429E-01    62
  7.48  0.21233E-01    72
  7.49  0.26207E-01    84
  7.50  0.33257E-01    95
  7.51  0.43132E-01   105
  7.52  0.56946E-01   113
  7.53  0.75682E-01   118
  7.54  0.10010E+00   118
  7.55  0.12979E+00   112
  7.56  0.16432E+00   103
  7.57  0.20006E+00    90
  7.58  0.23102E+00    75
  7.59  0.25482E+00    58
  7.60  0.26893E+00    42
  7.61  0.27304E+00    29
  7.62  0.26850E+00    20
  7.63  0.25881E+00    15
  7.64  0.24657E+00    13
  7.65  0.23555E+00    13
  7.66  0.22577E+00    12
  7.67  0.21849E+00    13
  7.68  0.21245E+00    15
  7.69  0.20893E+00    14
  7.70  0.20793E+00    14
  7.71  0.20820E+00    14
  7.72  0.20847E+00    13
  7.73  0.21001E+00    13
  7.74  0.21156E+00    13
  7.75  0.21183E+00    15
  7.76  0.21338E+00    15
  7.77  0.21494E+00    14
  7.78  0.21778E+00    12
  7.79  0.22190E+00    12
  7.80  0.22604E+00    12
  7.81  0.23019E+00    11
  7.82  0.23435E+00    10
  7.83  0.23852E+00    10
  7.84  0.24269E+00    11
  7.85  0.24559E+00    12
  7.86  0.24849E+00    13
  7.87  0.25010E+00    13
  7.88  0.25172E+00    13
  7.89  0.25333E+00    13
  7.90  0.25626E+00    14
  7.91  0.25788E+00    15
  7.92  0.26082E+00    17
  7.93  0.26637E+00    18
  7.94  0.27063E+00    18
  7.95  0.27621E+00    16
  7.96  0.28311E+00    15
  7.97  0.29134E+00    13
  7.98  0.29959E+00    13
  7.99  0.30654E+00    15
  8.00  0.31219E+00    15
  8.01  0.31654E+00    16
  8.02  0.32090E+00    17
  8.03  0.32394E+00    18
  8.04  0.32699E+00    17
  8.05  0.32872E+00    15
  8.06  0.32913E+00    13
  8.07  0.33087E+00    12
  8.08  0.33128E+00    13
  8.09  0.33435E+00    13
  8.10  0.33610E+00    15
  8.11  0.33651E+00    15
  8.12  0.33693E+00    16
  8.13  0.33601E+00    16
  8.14  0.33374E+00    16
  8.15  0.33146E+00    18
  8.16  0.32784E+00    20
  8.17  0.32421E+00    19
  8.18  0.32191E+00    16
  8.19  0.32095E+00    15
  8.20  0.31865E+00    15
  8.21  0.31768E+00    16
  8.22  0.31536E+00    17
  8.23  0.31439E+00    18
  8.24  0.31342E+00    18
  8.25  0.31108E+00    19
  8.26  0.30738E+00    21
  8.27  0.30230E+00    22
  8.28  0.29721E+00    21
  8.29  0.29211E+00    19
  8.30  0.29110E+00    18
  8.31  0.29145E+00    19
  8.32  0.29180E+00    19
  8.33  0.29352E+00    18
  8.34  0.29387E+00    17
  8.35  0.29285E+00    17
  8.36  0.29183E+00    18
  8.37  0.29218E+00    19
  8.38  0.29390E+00    19
  8.39  0.29702E+00    18
  8.40  0.30014E+00    18
  8.41  0.30188E+00    18
  8.42  0.30501E+00    17
  8.43  0.30815E+00    17
  8.44  0.31130E+00    18
  8.45  0.31445E+00    18
  8.46  0.31900E+00    18
  8.47  0.32356E+00    19
  8.48  0.32813E+00    19
  8.49  0.33271E+00    19
  8.50  0.33730E+00    19
  8.51  0.34190E+00    20
  8.52  0.34511E+00    21
  8.53  0.34832E+00    21
  8.54  0.35154E+00    21
  8.55  0.35477E+00    21
  8.56  0.35801E+00    21
  8.57  0.35984E+00    21
  8.58  0.36167E+00    21
  8.59  0.36209E+00    21
  8.60  0.36109E+00    22
  8.61  0.36010E+00    23
  8.62  0.35910E+00    25
  8.63  0.35809E+00    26
  8.64  0.35566E+00    27
  8.65  0.35465E+00    26
  8.66  0.35363E+00    25
  8.67  0.35261E+00    24
  8.68  0.35159E+00    25
  8.69  0.34913E+00    26
  8.70  0.34810E+00    26
  8.71  0.34563E+00    24
  8.72  0.34460E+00    23
  8.73  0.34355E+00    23
  8.74  0.33963E+00    24
  8.75  0.33281E+00    23
  8.76  0.31733E+00    23
  8.77  0.29025E+00    22
  8.78  0.25300E+00    22
  8.79  0.21710E+00    22
  8.80  0.19706E+00    22
  8.81  0.20309E+00    22
  8.82  0.22801E+00    22
  8.83  0.26171E+00    21
  8.84  0.29112E+00    22
  8.85  0.31185E+00    22
  8.86  0.32387E+00    23
  8.87  0.33154E+00    23
  8.88  0.33630E+00    24
  8.89  0.34107E+00    23
  8.90  0.34585E+00    23
  8.91  0.35064E+00    24
  8.92  0.35397E+00    23
  8.93  0.35731E+00    23
  8.94  0.35918E+00    22
  8.95  0.35958E+00    21
  8.96  0.36146E+00    21
  8.97  0.36334E+00    21
  8.98  0.36374E+00    22
  8.99  0.36563E+00    22
  9.00  0.36603E+00    23
  9.01  0.36496E+00    23
  9.02  0.36388E+00    23
  9.03  0.36279E+00    22
  9.04  0.36171E+00    22
  9.05  0.36062E+00    22
  9.06  0.36102E+00    22
  9.07  0.36291E+00    22
  9.08  0.36331E+00    21
  9.09  0.36520E+00    21
  9.10  0.36710E+00    21
  9.11  0.37051E+00    22
  9.12  0.37091E+00    22
  9.13  0.37282E+00    21
  9.14  0.37323E+00    21
  9.15  0.37213E+00    20
  9.16  0.37103E+00    20
  9.17  0.36842E+00    20
  9.18  0.36731E+00    21
  9.19  0.36468E+00    23
  9.20  0.36356E+00    24
  9.21  0.36396E+00    24
  9.22  0.36284E+00    24
  9.23  0.36323E+00    22
  9.24  0.36210E+00    20
  9.25  0.36249E+00    19
  9.26  0.35984E+00    18
  9.27  0.36023E+00    18
  9.28  0.35909E+00    18
  9.29  0.35947E+00    18
  9.30  0.36139E+00    18
  9.31  0.36178E+00    18
  9.32  0.36370E+00    18
  9.33  0.36409E+00    18
  9.34  0.36448E+00    18
  9.35  0.36641E+00    18
  9.36  0.36680E+00    17
  9.37  0.36565E+00    17
  9.38  0.36604E+00    16
  9.39  0.36643E+00    16
  9.40  0.36837E+00    16
  9.41  0.36876E+00    17
  9.42  0.37071E+00    17
  9.43  0.37110E+00    17
  9.44  0.37305E+00    16
  9.45  0.37500E+00    16
  9.46  0.37695E+00    16
  9.47  0.37891E+00    16
  9.48  0.38243E+00    15
  9.49  0.38596E+00    15
  9.50  0.38950E+00    15
  9.51  0.39304E+00    15
  9.52  0.39502E+00    16
  9.53  0.39544E+00    16
  9.54  0.39585E+00    17
  9.55  0.39469E+00    17
  9.56  0.39196E+00    18
  9.57  0.39079E+00    18
  9.58  0.38805E+00    18
  9.59  0.38529E+00    18
  9.60  0.38253E+00    16
  9.61  0.37977E+00    14
  9.62  0.37858E+00    13
  9.63  0.37739E+00    13
  9.64  0.37778E+00    14
  9.65  0.37976E+00    15
  9.66  0.38174E+00    16
  9.67  0.38532E+00    17
  9.68  0.38731E+00    17
  9.69  0.39091E+00    16
  9.70  0.39291E+00    16
  9.71  0.39331E+00    15
  9.72  0.39372E+00    13
  9.73  0.39412E+00    11
  9.74  0.39292E+00    10
  9.75  0.39172E+00     9
  9.76  0.39212E+00     9
  9.77  0.39252E+00    10
  9.78  0.39293E+00    11
  9.79  0.39494E+00    12
  9.80  0.39696E+00    12
  9.81  0.39898E+00    13
  9.82  0.40100E+00    14
  9.83  0.40303E+00    14
  9.84  0.40506E+00    14
  9.85  0.40709E+00    14
  9.86  0.40913E+00    14
  9.87  0.41117E+00    15
  9.88  0.41321E+00    15
  9.89  0.41526E+00    15
  9.90  0.41894E+00    13
  9.91  0.42263E+00    11
  9.92  0.42795E+00     8
  9.93  0.43165E+00     6
  9.94  0.43700E+00     6
  9.95  0.44071E+00     6
  9.96  0.44444E+00     5
  9.97  0.44817E+00     6
  9.98  0.45026E+00     8
  9.99  0.45400E+00    10
 10.00  0.45610E+00    12
 10.01  0.45985E+00    13
 10.02  0.46526E+00    13
 10.03  0.46903E+00    13
 10.04  0.47446E+00    12
 10.05  0.48155E+00    12
 10.06  0.48866E+00    11
 10.07  0.49577E+00    11
 10.08  0.50124E+00    11
 10.09  0.50839E+00    11
 10.10  0.51554E+00    11
 10.11  0.52105E+00    13
 10.12  0.52656E+00    14
 10.13  0.53209E+00    15
 10.14  0.53595E+00    16
 10.15  0.53982E+00    16
 10.16  0.54370E+00    16
 10.17  0.54758E+00    15
 10.18  0.54812E+00    13
 10.19  0.54866E+00    12
 10.20  0.54752E+00    11
 10.21  0.54469E+00    11
 10.22  0.54186E+00    12
 10.23  0.53902E+00    12
 10.24  0.53618E+00    12
 10.25  0.53501E+00    11
 10.26  0.53216E+00    10
 10.27  0.52760E+00    10
 10.28  0.52473E+00    11
 10.29  0.52016E+00    12
 10.30  0.51727E+00    13
 10.31  0.51268E+00    13
 10.32  0.51148E+00    13
 10.33  0.51027E+00    12
 10.34  0.50907E+00    11
 10.35  0.50956E+00    10
 10.36  0.51005E+00     9
 10.37  0.51054E+00     9
 10.38  0.51104E+00     9
 10.39  0.50982E+00     9
 10.40  0.50860E+00     9
 10.41  0.50737E+00    10
 10.42  0.50614E+00    12
 10.43  0.50491E+00    13
 10.44  0.50196E+00    14
 10.45  0.50244E+00    15
 10.46  0.50120E+00    15
 10.47  0.50167E+00    15
 10.48  0.50215E+00    15
 10.49  0.50436E+00    14
 10.50  0.50657E+00    13
 10.51  0.50878E+00    13
 10.52  0.51100E+00    12
 10.53  0.51148E+00    12
 10.54  0.51371E+00    12
 10.55  0.51593E+00    12
 10.56  0.51816E+00    12
 10.57  0.52039E+00    12
 10.58  0.52437E+00    11
 10.59  0.52661E+00    11
 10.60  0.53059E+00    10
 10.61  0.53284E+00     9
 10.62  0.53509E+00     9
 10.63  0.53735E+00     9
 10.64  0.53960E+00     9
 10.65  0.54186E+00    10
 10.66  0.54413E+00    10
 10.67  0.54640E+00    10
 10.68  0.55042E+00    10
 10.69  0.55270E+00    11
 10.70  0.55322E+00    13
 10.71  0.55550E+00    14
 10.72  0.55602E+00    16
 10.73  0.55477E+00    17
 10.74  0.55352E+00    18
 10.75  0.55226E+00    18
 10.76  0.55100E+00    19
 10.77  0.54974E+00    19
 10.78  0.54848E+00    19
 10.79  0.54721E+00    17
 10.80  0.54772E+00    15
 10.81  0.54823E+00    13
 10.82  0.55051E+00    11
 10.83  0.55281E+00    10
 10.84  0.55510E+00    10
 10.85  0.55740E+00    10
 10.86  0.55970E+00    12
 10.87  0.56022E+00    13
 10.88  0.55894E+00    14
 10.89  0.55766E+00    14
 10.90  0.55638E+00    13
 10.91  0.55330E+00    13
 10.92  0.55021E+00    13
 10.93  0.54891E+00    13
 10.94  0.54581E+00    13
 10.95  0.54270E+00    14
 10.96  0.54140E+00    14
 10.97  0.54008E+00    15
 10.98  0.53877E+00    15
 10.99  0.53926E+00    17
 11.00  0.53975E+00    18
 11.01  0.54024E+00    20
 11.02  0.54254E+00    21
 11.03  0.54485E+00    22
 11.04  0.54716E+00    22
 11.05  0.54766E+00    21
 11.06  0.54816E+00    21
 11.07  0.54683E+00    19
 11.08  0.54550E+00    18
 11.09  0.54599E+00    17
 11.10  0.54466E+00    17
 11.11  0.54515E+00    16
 11.12  0.54381E+00    15
 11.13  0.54429E+00    15
 11.14  0.54478E+00    15
 11.15  0.54344E+00    16
 11.16  0.54392E+00    16
 11.17  0.54073E+00    17
 11.18  0.53938E+00    17
 11.19  0.53617E+00    18
 11.20  0.53296E+00    17
 11.21  0.52975E+00    17
 11.22  0.52653E+00    17
 11.23  0.52330E+00    16
 11.24  0.52191E+00    15
 11.25  0.52052E+00    15
 11.26  0.51913E+00    15
 11.27  0.51959E+00    15
 11.28  0.52191E+00    16
 11.29  0.52238E+00    16
 11.30  0.52470E+00    16
 11.31  0.52703E+00    16
 11.32  0.53122E+00    17
 11.33  0.53355E+00    17
 11.34  0.53589E+00    18
 11.35  0.53823E+00    18
 11.36  0.54058E+00    17
 11.37  0.54105E+00    17
 11.38  0.54340E+00    16
 11.39  0.54388E+00    15
 11.40  0.54624E+00    14
 11.41  0.54672E+00    14
 11.42  0.54907E+00    14
 11.43  0.55144E+00    14
 11.44  0.55380E+00    14
 11.45  0.55617E+00    14
 11.46  0.55855E+00    14
 11.47  0.56281E+00    14
 11.48  0.56519E+00    13
 11.49  0.56947E+00    13
 11.50  0.57186E+00    14
 11.51  0.57614E+00    15
 11.52  0.58044E+00    16
 11.53  0.58474E+00    17
 11.54  0.58905E+00    17
 11.55  0.59336E+00    18
 11.56  0.59768E+00    18
 11.57  0.60010E+00    18
 11.58  0.60253E+00    19
 11.59  0.60496E+00    19
 11.60  0.60548E+00    18
 11.61  0.60791E+00    18
 11.62  0.60844E+00    17
 11.63  0.61088E+00    15
 11.64  0.61140E+00    14
 11.65  0.61384E+00    14
 11.66  0.61437E+00    14
 11.67  0.61682E+00    14
 11.68  0.61735E+00    15
 11.69  0.61788E+00    16
 11.70  0.61841E+00    16
 11.71  0.61701E+00    16
 11.72  0.61560E+00    16
 11.73  0.61227E+00    16
 11.74  0.60892E+00    17
 11.75  0.60751E+00    17
